---------- Commits List ---------

Commit[ID= 7c3ea3ce5c67361c2d20e2097b8cc9534297c136, release= 0.9.0, creationDate= 2006-05-02]

Commit[ID= 7bd70d36dbf8737fb279beedcde7c46b95481c3b, release= 1.0.2, creationDate= 2007-12-15]

Commit[ID= 008b249c241dae1cc91a2c74f0621afc8947a5fa, ticket= OPENJPA-331, release= 1.0.2, creationDate= 2007-12-16]

Commit[ID= f185a0fe7b0d2316dff65237025caf53cd5d3fce, release= 1.0.2, creationDate= 2007-12-16]

Commit[ID= 84205d6d5040a9af6c14c86d9effc814a96abf73, release= 1.0.2, creationDate= 2007-12-17]

Commit[ID= ab88266f2aa9f0a95baa64f264efeb3ff79665b2, ticket= OPENJPA-470, release= 1.0.2, creationDate= 2007-12-19]

Commit[ID= a3c2d2a4874a3dd4d9c291367c5ad0497f45d6f8, release= 1.0.2, creationDate= 2007-12-24]

Commit[ID= e868210ca0b3c8a6b11f382ea0e403b4f85451df, release= 1.0.2, creationDate= 2007-12-26]

Commit[ID= 69ee1ce7f0f6b819a38128ffeddbb5c235942af9, ticket= OPENJPA-331, release= 1.0.2, creationDate= 2007-12-29]

Commit[ID= e11e2078af240018cc60fca04a8d6ded282d95d1, release= 1.0.2, creationDate= 2007-12-30]

Commit[ID= 288355f4ad85efabcaeae95e6e4b3ef49f82fb95, release= 1.0.2, creationDate= 2008-01-02]

Commit[ID= 4fda4e948461aa05d836fa25e3f2a2698f46e6da, release= 1.0.2, creationDate= 2008-01-02]

Commit[ID= 82cd11cb197b73cac01eb888875b1bba6202b609, release= 1.0.2, creationDate= 2008-01-02]

Commit[ID= 4140d243a4b4c65cdaa9d43589c4c25263cbdb2b, ticket= OPENJPA-452, release= 1.0.2, creationDate= 2008-01-02]

Commit[ID= 6f29454e48415ac92f14e407119a69dfcddea9c4, release= 1.0.2, creationDate= 2008-01-07]

Commit[ID= 5a0b5b39e7c6fe354e722ab467bdf355ddd3ff85, release= 1.0.2, creationDate= 2008-01-07]

Commit[ID= 26ef9ddabbb3deb3f7fb8f8145ddc3131ec51e5c, release= 1.0.2, creationDate= 2008-01-08]

Commit[ID= 07c046a077f265309f6844938824f9562cce286e, release= 1.0.2, creationDate= 2008-01-08]

Commit[ID= d621aa765d1a4185c557c078092e27f8881f6228, release= 1.0.2, creationDate= 2008-01-09]

Commit[ID= 0d3bc96fcb3ce692bf088c5cab91cfa309013a32, ticket= OPENJPA-471, release= 1.0.2, creationDate= 2008-01-10]

Commit[ID= 2933147f53d43377613e9d51d51f9a55df75346e, release= 1.0.2, creationDate= 2008-01-10]

Commit[ID= d4a2929a579f5a484ee5893330bb88cc64464aa0, release= 1.0.2, creationDate= 2008-01-10]

Commit[ID= 72f7d7ce4365d531bc1111fee278256bd994a21f, release= 1.0.2, creationDate= 2008-01-11]

Commit[ID= 8c4cf9511edfc1a505ae639204b14f06a12ce739, ticket= OPENJPA-489, release= 1.0.2, creationDate= 2008-01-16]

Commit[ID= 3d3cb67c5a5144afd49d23195a3ae0f50595ed98, ticket= OPENJPA-489, release= 1.0.2, creationDate= 2008-01-16]

Commit[ID= 206f0f04e1d6d28b7a1a8c7166bf7e5e366b5dde, ticket= OPENJPA-489, release= 1.0.2, creationDate= 2008-01-16]

Commit[ID= 8464ea75f10492f7f815ccd1c3604dc238f8cfc0, release= 1.0.2, creationDate= 2008-01-16]

Commit[ID= 240d356314bb8662101ac87c1e2e97ebf829c4b2, ticket= OPENJPA-495, release= 1.0.2, creationDate= 2008-01-16]

Commit[ID= 7f797f0226382b919e7353060d108d9e519e90dc, ticket= OPENJPA-437, release= 1.0.2, creationDate= 2008-01-17]

Commit[ID= 92d1334e52ad95bc637260eb60b32b03598e61b8, release= 1.0.2, creationDate= 2008-01-19]

Commit[ID= 4d9a6759db880b67adf9cd233528da021524dc99, ticket= OPENJPA-245, release= 1.0.2, creationDate= 2008-01-23]

Commit[ID= 3aa60007ddf8ead90b2fa5aa4c44f731dfa86e04, release= 1.0.2, creationDate= 2008-01-23]

Commit[ID= 13dd4f22526a57f27c1b4bbb89619b11af31815a, release= 1.0.2, creationDate= 2008-01-23]

Commit[ID= 95018cef64b459002d572ac0c1452e6ad8500cea, release= 1.0.2, creationDate= 2008-01-23]

Commit[ID= 72aefb149b493ca812d2dd03fc555ca8b1a6e961, release= 1.0.2, creationDate= 2008-01-23]

Commit[ID= 8d18daabd722e39dae258ab33f74c561b4965496, release= 1.0.2, creationDate= 2008-01-24]

Commit[ID= a8f6d3c116564b1af3bbbc8319ba0715c042750a, release= 1.0.2, creationDate= 2008-01-24]

Commit[ID= 6a29ebffe46e6e3d61d41a3b87442a94307a73a6, release= 1.0.2, creationDate= 2008-01-24]

Commit[ID= 5a1faec4719c40ee0769901f2b4a959084e67cd9, release= 1.0.2, creationDate= 2008-01-24]

Commit[ID= d4454e5a1f0793345269a9985d094f88f892a0b0, release= 1.0.2, creationDate= 2008-01-24]

Commit[ID= 2a45dc5929232f897d20240d2891836dabff020d, ticket= OPENJPA-437, release= 1.0.2, creationDate= 2008-01-25]

Commit[ID= 2a612c105315ff1b994a868505a65523e19690b0, ticket= OPENJPA-245, release= 1.0.2, creationDate= 2008-01-25]

Commit[ID= 78f5a95b2b21290f26e467de86bc97db483ee52c, ticket= OPENJPA-437, release= 1.0.2, creationDate= 2008-01-25]

Commit[ID= 37c4e9148a7c6246c339a8b87285b686a8d812ae, ticket= OPENJPA-437, release= 1.0.2, creationDate= 2008-01-25]

Commit[ID= b2a10e285f70f888e21ffd02ff09122986556a1e, release= 1.0.2, creationDate= 2008-01-28]

Commit[ID= 0b4ce34920fbf2fb358447bd1aa209d03098b8f3, release= 1.0.2, creationDate= 2008-01-30]

Commit[ID= badc4b924fb4f3632b2d74439b9ee0b5904ef962, ticket= OPENJPA-437, release= 1.0.2, creationDate= 2008-01-30]

Commit[ID= 70f3a94b36c3fc63924dd0748513023fd8372faa, release= 1.0.2, creationDate= 2008-01-30]

Commit[ID= 8d161ff99e1e4f1f0bfa4b2c5e590abc590df42d, ticket= OPENJPA-357, release= 1.0.2, creationDate= 2008-01-30]

Commit[ID= d24bec6ed61bde32111ec1ee3c8de77f9a05c1c1, release= 1.0.2, creationDate= 2008-01-31]

Commit[ID= 18e83a09b18fde4721af69123fd4c7799bcca00e, ticket= OPENJPA-251, release= 1.0.2, creationDate= 2008-01-31]

Commit[ID= 62c8c548d90295d92e5aacd3adcdce0e785bf553, ticket= OPENJPA-258, release= 1.0.2, creationDate= 2008-01-31]

Commit[ID= 171dc5d46aeb2084b2fc2f92079033117b413ac4, ticket= OPENJPA-258, release= 1.0.2, creationDate= 2008-01-31]

Commit[ID= 64d0ea816673b6f36f88c363891ecb2136993dda, ticket= OPENJPA-420, release= 1.0.2, creationDate= 2008-01-31]

Commit[ID= a747db9443a0408c58221d36ce9c6103e8010be2, release= 1.0.2, creationDate= 2008-02-01]

Commit[ID= 4d336b2a2cf354fecce2f8931ca1f6702efbe1d5, release= 1.0.2, creationDate= 2008-02-01]

Commit[ID= 8ba8ffffc429b766f6e5ee3b4e30af23848075e7, release= 1.0.2, creationDate= 2008-02-01]

Commit[ID= 18c90bbd0be9031ca3f32f0f19c2c48221c3834f, ticket= OPENJPA-508, release= 1.0.2, creationDate= 2008-02-02]

Commit[ID= 012efc034c6f6cb751ad6854bfab18f86ad2fd68, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= de14ad6630a17d4c4ea27133e825479f5f01c61d, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= 24d2a42c227c3e1662d4ecf17b16149174d19ec0, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= b92f6420af0222aa71877aa737d3456f000bb409, ticket= OPENJPA-401, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= ebe3fdbd6db6950db13142e9e686f2e232948082, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= b74fc3188122a96bc3404cb69825e372cbf383f0, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= c767561f9dd1a6363fc5f14b28af58e796d86dec, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= 024faa31d75a55a619b1e59ff40b7523c24c4c84, ticket= OPENJPA-509, release= 1.0.2, creationDate= 2008-02-05]

Commit[ID= 3f439edc57637940063ce9c72a1c528587e165ff, release= 1.0.2, creationDate= 2008-02-06]

Commit[ID= 754eb8d60c03222e6d6c5adb9ebe1b17cbfe38e1, release= 1.0.2, creationDate= 2008-02-06]

Commit[ID= 2a3ee08d92302b82349f1e9e3d7964d01d7f9a04, release= 1.0.2, creationDate= 2008-02-06]

Commit[ID= 12839b6bd9090eb84d1944584c9ea73aaa8b44fa, release= 1.0.2, creationDate= 2008-02-06]

Commit[ID= d5e577c921d462c70b210b2a714885449ef7c5f2, release= 1.0.2, creationDate= 2008-02-06]

Commit[ID= 903170b333f09bfb8dc2a53c0ac091ee12999c8a, release= 1.0.2, creationDate= 2008-02-06]

Commit[ID= fd7eae62104e624c16ee22695293f77c82259991, release= 1.0.2, creationDate= 2008-02-06]

Commit[ID= c61d81ade6f149b5193e5818eaaa06bd41b53e0f, release= 1.0.2, creationDate= 2008-02-07]

Commit[ID= 8051804dbdc6bddbc27f5fe677bcfd80379d83e6, release= 1.0.2, creationDate= 2008-02-07]

Commit[ID= 321ede95ee2fce8f7741085e67134ab5cff3abf2, release= 1.0.2, creationDate= 2008-02-07]

Commit[ID= 0033a6b3d97a468fe7c08a6cb46a66fdd57a0da3, ticket= OPENJPA-511, release= 1.0.2, creationDate= 2008-02-07]

Commit[ID= 81cb7e17f98946e4455e055f075d958900c2f576, release= 1.0.2, creationDate= 2008-02-07]

Commit[ID= 99bf6d14f8f9097fe4298475f8653608a224cbca, ticket= OPENJPA-512, release= 1.0.2, creationDate= 2008-02-08]

Commit[ID= 94f233f0d813cb6d7b1becde6a1367c8e93f1d8f, release= 1.0.2, creationDate= 2008-02-08]

Commit[ID= 8de471e541db40d7addf3d245e39fc97629869e8, release= 1.0.2, creationDate= 2008-02-09]

Commit[ID= 07d26ee05aa0ef4eb29f842c945283e6247d7c4b, release= 1.0.2, creationDate= 2008-02-13]

Commit[ID= eaf452dcc266505f148c28b3558f5e052df6d89f, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= 763fd3e5a3fb2c4fb634b238610ab02000c5a822, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= 68f25ced8476904f212e35ace817b706cb4ba453, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= 7ca1cfe20c1aadfc2ce5230fd4c8d13deea9a093, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= 4b45bd587755c0f5c7f7f3eb992e2c90abdca471, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= caa400cbb335869941d547038008b23f6a7769d5, ticket= OPENJPA-516, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= 8a811f69ea4908955a2c07699110e51135098700, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= 11fba5a6123d00c60474673ecf55481f25b25ad5, release= 1.0.2, creationDate= 2008-02-14]

Commit[ID= 3d2cbcb7a9eba556bb0dace51df0daba0843b148, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 1c0b264517c0f07ec91eeb9c94139d447c208c18, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 1c738c44122bf4b79bd61c058851803e1d445440, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= ff42968eed5a7a90fcb4245f6b25bce56659d150, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 325aa77bc15aaa0dc0c0118186525af232f2be36, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= d2f5b73e91268dd4cb5b0f57b11794029eea4709, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 3735e9a54e3670d778afd56fae8d0d1f5e11cc35, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 1b74811ed9742ff972caca854d3d3aaa04f82532, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 699f06e06c7e07a37442bf7534aa02e3873d3f96, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 31778f01a870ec37820def46e4dd802a8fd8eb66, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 4ab1384b430897c394ebf24d2d3d39c74152c1d8, release= 1.0.2, creationDate= 2008-02-15]

Commit[ID= 7d44e7a355b9611f37ed0122f4a3e69bdfb335ab, release= 1.0.2, creationDate= 2008-02-16]

Commit[ID= de8a4760c8b7df2186cd831733b8fdc095dbc736, release= 1.0.2, creationDate= 2008-02-16]

Commit[ID= c457053f9459293915fb41d1cdea09e014a0175d, release= 1.0.2, creationDate= 2008-02-16]

Commit[ID= 161527339af62ec2b0cd4dafc663cde6dc59041a, release= 1.0.2, creationDate= 2008-02-18]

Commit[ID= a7648a78c557498082be8b00f6e637066223d5e0, release= 1.0.2, creationDate= 2008-02-18]

Commit[ID= ec7bd83e1afb1f08ff8f809331526c5186f61b62, ticket= OPENJPA-518, release= 1.1.0, creationDate= 2008-02-20]

Commit[ID= 6bb87e620310fbd6be0493485dca9e9bc910985c, ticket= OPENJPA-484, release= 1.1.0, creationDate= 2008-02-20]

Commit[ID= 1d57a1fdaac3f984a582b250244c811a7d7ed58d, release= 1.1.0, creationDate= 2008-02-21]

Commit[ID= 4c70963f1a990787ffa2495016b5142c0fbd0747, release= 1.1.0, creationDate= 2008-02-21]

Commit[ID= c5309299b58fc75bd2f537776c5cc1c2b1e97b02, release= 1.1.0, creationDate= 2008-02-22]

Commit[ID= 699f043cd24ab24ff7445ce9d9486fb5c6be1298, release= 1.1.0, creationDate= 2008-02-22]

Commit[ID= c3e2f01204f028ef4563d17cd192a15bead36f27, release= 1.1.0, creationDate= 2008-02-23]

Commit[ID= c4af04617ebb18551f6cf57e80b798e110da18a6, ticket= OPENJPA-359, release= 1.1.0, creationDate= 2008-02-25]

Commit[ID= e097063b0a2079bd03fc680dacf30782c35305e6, release= 1.1.0, creationDate= 2008-02-26]

Commit[ID= 177111b5598e4301c2d4e2de7c86b7e0a8acef88, release= 1.1.0, creationDate= 2008-02-27]

Commit[ID= 66d6230a417972e229a60375201f788e8085dde2, release= 1.1.0, creationDate= 2008-02-29]

Commit[ID= 9ece24ade3a94b1227bfd40ae9b37b9def386291, release= 1.1.0, creationDate= 2008-02-29]

Commit[ID= 527b09ce6ecde12d1037a8ef9a86312d3dbe6971, release= 1.1.0, creationDate= 2008-02-29]

Commit[ID= a4600fbe98636abf2f72904852008ea09b8793bc, ticket= OPENJPA-528, release= 1.1.0, creationDate= 2008-03-01]

Commit[ID= ca9828726d333c043d4a3a97d5276f97591077c2, ticket= OPENJPA-528, release= 1.1.0, creationDate= 2008-03-03]

Commit[ID= 7487d735074888a211080ea8cb23296b86a4ab41, release= 1.1.0, creationDate= 2008-03-03]

Commit[ID= c3ad06e8ff12a3f1836114695adfb8c4f9ddeaa7, release= 1.1.0, creationDate= 2008-03-03]

Commit[ID= 64402ea7daab354dbffa85e029dc7df739c1df66, release= 1.1.0, creationDate= 2008-03-03]

Commit[ID= 1b76c6df24d3c731b475e0ede5a56dcec6b89d3e, release= 1.1.0, creationDate= 2008-03-04]

Commit[ID= f67ace749ae8e55cd9dc85b5c989353ea4b05899, release= 1.1.0, creationDate= 2008-03-04]

Commit[ID= 86e17fc21069e755f498ac6cc30c3aa687cc7960, release= 1.1.0, creationDate= 2008-03-04]

Commit[ID= 777818d28332d67a9716d91b1dc8ec900d986b2d, release= 1.1.0, creationDate= 2008-03-05]

Commit[ID= f3dd4c039797ee3498d5bffeac16415474680216, release= 1.1.0, creationDate= 2008-03-05]

Commit[ID= 126358f0e4f9aa200fb4e880fde8437295dbf071, release= 1.1.0, creationDate= 2008-03-05]

Commit[ID= b4d72d5843aab0d7b08b28e0bf07859a47419c67, release= 1.1.0, creationDate= 2008-03-05]

Commit[ID= 85c7a33365815ecc5b630ae5ce9b51f60b2ad7cb, release= 1.1.0, creationDate= 2008-03-05]

Commit[ID= ba5d11b43b0d6182812998c347a94d4af768c6fe, release= 1.1.0, creationDate= 2008-03-06]

Commit[ID= 282c8e0c5b8b7a0035d437405fb848b93935ab90, release= 1.1.0, creationDate= 2008-03-11]

Commit[ID= d93ac261adc022453b16d2879805057fd6205773, ticket= OPENJPA-535, release= 1.1.0, creationDate= 2008-03-11]

Commit[ID= 4bed57d778e9478d2e823f65666c4168be37e542, release= 1.1.0, creationDate= 2008-03-12]

Commit[ID= aff3abd8ed44880a8369288cfa623db5c393c76b, release= 1.1.0, creationDate= 2008-03-15]

Commit[ID= 5f0094893ea6783a6a7795679a35b250f6232198, release= 1.1.0, creationDate= 2008-03-19]

Commit[ID= b949f7adc591c3fd7af601037325929e60afe8d0, release= 1.1.0, creationDate= 2008-03-20]

Commit[ID= 635ee199fef8533ed5a176e07d40b75dc8a66074, ticket= OPENJPA-537, release= 1.1.0, creationDate= 2008-03-21]

Commit[ID= 831bd55051cccfaad51dde9923e19584d236062f, ticket= OPENJPA-528, release= 1.1.0, creationDate= 2008-03-21]

Commit[ID= 57ca9afbdd20903f4fab7d14f876f34d6f911e85, release= 1.1.0, creationDate= 2008-03-21]

Commit[ID= 438b877006e9d71d683d12f95f975e2355878784, release= 1.1.0, creationDate= 2008-03-21]

Commit[ID= 2d0a3c91578d9994dca0204abcb463e9fa548828, ticket= OPENJPA-542, release= 1.1.0, creationDate= 2008-03-24]

Commit[ID= 9dadffffc19228783088509e22c2d42181d02295, ticket= OPENJPA-543, release= 1.1.0, creationDate= 2008-03-24]

Commit[ID= 6af619cd891e793efe4c239f4e4815b89d119d49, ticket= OPENJPA-540, release= 1.1.0, creationDate= 2008-03-25]

Commit[ID= b2c1e8f16ffb4fa129249ba88deba4d762adc6c3, release= 1.1.0, creationDate= 2008-03-25]

Commit[ID= 608a906aafd965e5c0bb8877f7d41be43b443874, release= 1.1.0, creationDate= 2008-03-25]

Commit[ID= dbb722f5eca9d0e8b45080adb38faa939ac105f7, release= 1.1.0, creationDate= 2008-03-26]

Commit[ID= 315a34884886d0718761e39611b71112b4c9dbc2, release= 1.1.0, creationDate= 2008-03-27]

Commit[ID= 1b8ccc624535f77995636062f8a684f6618b585d, release= 1.1.0, creationDate= 2008-03-27]

Commit[ID= 6b5e0c6967d20d19e77954cdbc8ccb4367c86f00, release= 1.1.0, creationDate= 2008-04-01]

Commit[ID= 6aa8fd3c35857d83ca7b0a5f7c66938f537d9912, release= 1.1.0, creationDate= 2008-04-01]

Commit[ID= 79b23557d3e9ee16dbd11a52d82a64aec45c7039, release= 1.1.0, creationDate= 2008-04-02]

Commit[ID= 999ce2e670eef2def0a0b89f4bb62dbe74b6a4fa, ticket= OPENJPA-536, release= 1.1.0, creationDate= 2008-04-03]

Commit[ID= ee8155bb60ddfdc94e94b8973455c599072a6c27, ticket= OPENJPA-552, release= 1.1.0, creationDate= 2008-04-03]

Commit[ID= 36c68c49f59f948967d31f690c7858b40bcea3a9, release= 1.1.0, creationDate= 2008-04-03]

Commit[ID= dd7014a527968468f63b2dcb37a2f9175b0c9492, release= 1.1.0, creationDate= 2008-04-04]

Commit[ID= 690cb80eb9682a71dd72e8d09df0ef35ade309e3, release= 1.1.0, creationDate= 2008-04-04]

Commit[ID= 1b5aac791d776726ada8fdc6b39ec71d13262f3e, release= 1.1.0, creationDate= 2008-04-04]

Commit[ID= 9c19356c7c2b5690c8b487b4ee05ba92297847c4, ticket= OPENJPA-554, release= 1.1.0, creationDate= 2008-04-07]

Commit[ID= ea8b942364fce79b0fae42b9ac94be7c3f58907b, release= 1.1.0, creationDate= 2008-04-07]

Commit[ID= 8803104f41504069e171cbe47c5e4fbc7fd63cb2, release= 1.1.0, creationDate= 2008-04-08]

Commit[ID= 5196ae0bc27d4d50ef468aa9b5334155c89a8dcb, ticket= OPENJPA-565, release= 1.1.0, creationDate= 2008-04-09]

Commit[ID= 50b81e6d7706d8f28aab8110086b1d7f114c1b45, ticket= OPENJPA-547, release= 1.1.0, creationDate= 2008-04-09]

Commit[ID= 810e401dbe638f655e9e72cd52e0209853a7a0b6, ticket= OPENJPA-565, release= 1.1.0, creationDate= 2008-04-10]

Commit[ID= 07cd1728a1148a37bb64216241d3bde4330ec5ba, ticket= OPENJPA-547, release= 1.1.0, creationDate= 2008-04-11]

Commit[ID= 31c47a6c04a3c7d024ccd1318ca06e7696c222e8, release= 1.1.0, creationDate= 2008-04-15]

Commit[ID= fe45f77f038d058b28c4b667cf91e4e13161489f, ticket= OPENJPA-542, release= 1.1.0, creationDate= 2008-04-17]

Commit[ID= 316ced44c4537a9c3b1e7e11a7e06a0038465a14, release= 1.1.0, creationDate= 2008-04-17]

Commit[ID= a35b53b27f1ad9b72ac2ae715031f5dfccd9b1e9, release= 1.1.0, creationDate= 2008-04-20]

Commit[ID= 016f0bf61ecbfcacbbfe94a7bf5f3754440f7245, release= 1.1.0, creationDate= 2008-04-20]

Commit[ID= a08388e8bedfe098bdd88919c935089af90469aa, release= 1.1.0, creationDate= 2008-04-21]

Commit[ID= 2ba16b488a9bd2fcab2865871e469a00f1dd5b1c, release= 1.1.0, creationDate= 2008-04-22]

Commit[ID= 18a3db781b0e3275f83f9cd4b014c06f8f43af47, ticket= OPENJPA-536, release= 1.1.0, creationDate= 2008-04-23]

Commit[ID= d78e76aa5addbfdfa92fa5fc93142c325c250ab1, ticket= OPENJPA-567, release= 1.1.0, creationDate= 2008-04-24]

Commit[ID= bd2afc3f70b3fc8f1f132403dfc7ae98fb5a0a60, release= 1.1.0, creationDate= 2008-04-25]

Commit[ID= a2beac443c14c6952394428b5a4ea065133e334a, release= 1.1.0, creationDate= 2008-04-25]

Commit[ID= a5c80fd9e16d7a0fe47a3069b7435a4141165780, release= 1.1.0, creationDate= 2008-04-26]

Commit[ID= 78ff71749c19643a0b74f0a68e1c351f262106b3, release= 1.1.0, creationDate= 2008-04-29]

Commit[ID= 0f32d376687fd1515a4cd9b8953e14b666499e93, release= 1.1.0, creationDate= 2008-05-02]

Commit[ID= 14eeab2c00efc8df2ad15b35136e85c63852158c, ticket= OPENJPA-573, release= 1.1.0, creationDate= 2008-05-04]

Commit[ID= 40fec0073eed73711f9f92b334fe716929057434, release= 1.1.0, creationDate= 2008-05-05]

Commit[ID= efcc2577a608e944098c4aa727f4d4b0f5867585, ticket= OPENJPA-590, release= 1.1.0, creationDate= 2008-05-05]

Commit[ID= a31dfaa31f4181956b7430fb9ec590b68ffd2c8e, release= 1.1.0, creationDate= 2008-05-07]

Commit[ID= 33e094c6f1aa4e900bd5a149f8b1d718640d9c1b, ticket= OPENJPA-586, release= 1.1.0, creationDate= 2008-05-07]

Commit[ID= 63850bed0bf56ae1a6527cdf8efc8890cbeadbef, ticket= OPENJPA-590, release= 1.1.0, creationDate= 2008-05-08]

Commit[ID= b796e1710f4572bee7e20f8e7c2851205ddbb8b2, release= 1.1.0, creationDate= 2008-05-08]

Commit[ID= 3f9dcdbb761fa29847e028db7cc6309966028659, release= 1.1.0, creationDate= 2008-05-08]

Commit[ID= b585833c0c69866d50fbc8edb441ae2364a50df6, release= 1.1.0, creationDate= 2008-05-08]

Commit[ID= df0902d4cf600a5abf4172fa86e5b4d397e7aa6a, ticket= OPENJPA-594, release= 1.1.0, creationDate= 2008-05-09]

Commit[ID= 31870894320c738e8d7776382892305d9b99b94d, ticket= OPENJPA-589, release= 1.1.0, creationDate= 2008-05-09]

Commit[ID= d35bc879cbce9b8a241efee9c9ebe62664605927, release= 1.1.0, creationDate= 2008-05-09]

Commit[ID= 01e08029e93ceb75f24297fc3471f3afe299620d, release= 1.1.0, creationDate= 2008-05-09]

Commit[ID= 5a16e92bd964f4e7afd08af2a133c83ef0be44a0, release= 1.1.0, creationDate= 2008-05-09]

Commit[ID= a63b6d3e73e2a71549e401015f6426bc5dd1a262, release= 1.1.0, creationDate= 2008-05-13]

Commit[ID= c27bed9d7b3d2f14eddc7d8ca4a159ee544aa661, ticket= OPENJPA-589, release= 1.1.0, creationDate= 2008-05-13]

Commit[ID= 4ac794ee69824a61b24c9e6b64890be63514150e, ticket= OPENJPA-589, release= 1.1.0, creationDate= 2008-05-13]

Commit[ID= 956065baa001a4c69149d666566e9343d173b4c7, release= 1.1.0, creationDate= 2008-05-14]

Commit[ID= b4ac7e2f415bf1640c9b308da6763bb4952d2e0c, release= 1.1.0, creationDate= 2008-05-14]

Commit[ID= 8c756bf65566e8ed69794a03c10716b1c3d83350, release= 1.1.0, creationDate= 2008-05-19]

Commit[ID= 3a5e61238d9e472053230df7a46e79f9ec3c3c37, release= 1.1.0, creationDate= 2008-05-20]

Commit[ID= b3f87ba1ec0288c6b6dabf2c15c2a8c5c66f9cc9, ticket= OPENJPA-596, release= 1.1.0, creationDate= 2008-05-21]

Commit[ID= 99a69bef3315bc0434be8a54281b3f1802fbe6f8, ticket= OPENJPA-605, release= 1.1.0, creationDate= 2008-05-21]

Commit[ID= 689eec175b9b0743785fec5db31cada6bd1fea59, release= 1.1.0, creationDate= 2008-05-21]

Commit[ID= b2bd03567df6a5f3b936f65288bd84df9ebeca97, ticket= OPENJPA-605, release= 1.1.0, creationDate= 2008-05-21]

Commit[ID= b2ba44fcfd365b03c2e53e5cc4aa1226a0a7f7a3, release= 1.1.0, creationDate= 2008-05-21]

Commit[ID= 11f4d0d7ad451519c662521d289c3853eb2cd61b, release= 1.1.0, creationDate= 2008-05-21]

Commit[ID= 47f681a7b504c0a5ebed6e7bce44bcd1f7d236ae, ticket= OPENJPA-607, release= 1.1.0, creationDate= 2008-05-22]

Commit[ID= 8a56c75597fbc4d7ff1291e1a7ab9947053b6180, release= 1.1.0, creationDate= 2008-05-22]

Commit[ID= 72df500c6e4eb583bfc5dd826c7c343a800b8be2, release= 1.1.0, creationDate= 2008-05-22]

Commit[ID= dcada1323742967f4e066cc88ac1d9ed46f16102, release= 1.1.0, creationDate= 2008-05-22]

Commit[ID= 81fc3ab6051257667d115e120de98ed650d4d54d, release= 1.0.3, creationDate= 2008-05-23]

Commit[ID= 93e15d846c2338b979d8a08408bce95c31c4598f, release= 1.0.3, creationDate= 2008-05-23]

Commit[ID= 534778acf8a25814e153af4ea88d636b011ab2c0, release= 1.0.3, creationDate= 2008-05-23]

Commit[ID= 1ad21f614c3f40cbc115fb1ac4c4a7d47b58d452, release= 1.0.3, creationDate= 2008-05-23]

Commit[ID= 8f97a2aea35130f6eea10fc12d210e5c6985a7e2, release= 1.0.3, creationDate= 2008-05-27]

Commit[ID= 45693d4e7ac426b9ea68565e7a04413a2c6d551d, release= 1.0.3, creationDate= 2008-05-28]

Commit[ID= 2d217257d9a6e169d8ea1aea9e2f906192d16784, ticket= OPENJPA-614, release= 1.0.3, creationDate= 2008-05-28]

Commit[ID= c1e5f27724f3b4a39d9624a8758d56c2a3ee6b0f, release= 1.0.3, creationDate= 2008-05-28]

Commit[ID= dbbd1236f235a86f672b3f21bedaf2ee5672b34c, ticket= OPENJPA-612, release= 1.0.3, creationDate= 2008-05-28]

Commit[ID= faa0f26cddae6869271257634c6b5b74689fc345, ticket= OPENJPA-612, release= 1.0.3, creationDate= 2008-05-29]

Commit[ID= 93417f99e370124cf2e4dfc5a8988b14ae061eaf, ticket= OPENJPA-617, release= 1.0.3, creationDate= 2008-05-29]

